"","rank","Name_of_movie","Movie_genre","Year_of_release","Runtime_min","Ratings","Votes","Metascore","Gross_collection"
"930",372,"Le scaphandre et le papillon","Biography",2007,112,8,104061,92,5.99
"931",372,"Le scaphandre et le papillon","Drama",2007,112,8,104061,92,5.99
"932",373,"G.O.R.A.","Adventure",2004,127,8,58081,NA,NA
"933",373,"G.O.R.A.","Comedy",2004,127,8,58081,NA,NA
"934",373,"G.O.R.A.","Sci-Fi",2004,127,8,58081,NA,NA
"935",374,"Ratatouille","Animation",2007,111,8,652068,96,206.45
"936",374,"Ratatouille","Adventure",2007,111,8,652068,96,206.45
"937",374,"Ratatouille","Comedy",2007,111,8,652068,96,206.45
"938",375,"Casino Royale","Action",2006,144,8,588293,80,167.45
"939",375,"Casino Royale","Adventure",2006,144,8,588293,80,167.45
"940",375,"Casino Royale","Thriller",2006,144,8,588293,80,167.45
"941",376,"Kill Bill: Vol. 2","Action",2004,137,8,693545,83,66.21
"942",376,"Kill Bill: Vol. 2","Crime",2004,137,8,693545,83,66.21
"943",376,"Kill Bill: Vol. 2","Thriller",2004,137,8,693545,83,66.21
"944",377,"Vozvrashchenie","Drama",2003,110,8,43162,82,0.5
"945",378,"Bom yeoreum gaeul gyeoul geurigo bom","Drama",2003,103,8,78436,85,2.38
"946",378,"Bom yeoreum gaeul gyeoul geurigo bom","Romance",2003,103,8,78436,85,2.38
"947",379,"Mar adentro(I)","Biography",2004,126,8,78341,74,2.09
"948",379,"Mar adentro(I)","Drama",2004,126,8,78341,74,2.09
"949",380,"Cinderella Man","Biography",2005,144,8,177981,69,61.65
"950",380,"Cinderella Man","Drama",2005,144,8,177981,69,61.65
"951",380,"Cinderella Man","History",2005,144,8,177981,69,61.65
"952",381,"Mou gaan dou","Action",2002,101,8,118811,75,0.17
"953",381,"Mou gaan dou","Crime",2002,101,8,118811,75,0.17
"954",381,"Mou gaan dou","Drama",2002,101,8,118811,75,0.17
"955",382,"Pirates of the Caribbean: The Curse of the Black Pearl","Action",2003,143,8,1024770,63,305.41
"956",382,"Pirates of the Caribbean: The Curse of the Black Pearl","Adventure",2003,143,8,1024770,63,305.41
"957",382,"Pirates of the Caribbean: The Curse of the Black Pearl","Fantasy",2003,143,8,1024770,63,305.41
"958",383,"Big Fish","Adventure",2003,125,8,419155,58,66.26
"959",383,"Big Fish","Drama",2003,125,8,419155,58,66.26
"960",383,"Big Fish","Fantasy",2003,125,8,419155,58,66.26
"961",384,"The Incredibles","Animation",2004,115,8,665525,90,261.44
"962",384,"The Incredibles","Action",2004,115,8,665525,90,261.44
"963",384,"The Incredibles","Adventure",2004,115,8,665525,90,261.44
"964",385,"Yeopgijeogin geunyeo","Comedy",2001,137,8,45795,NA,NA
"965",385,"Yeopgijeogin geunyeo","Drama",2001,137,8,45795,NA,NA
"966",385,"Yeopgijeogin geunyeo","Romance",2001,137,8,45795,NA,NA
"967",386,"Dogville","Crime",2003,178,8,139601,60,1.53
"968",386,"Dogville","Drama",2003,178,8,139601,60,1.53
"969",387,"Vizontele","Comedy",2001,110,8,34217,NA,NA
"970",387,"Vizontele","Drama",2001,110,8,34217,NA,NA
"971",388,"Donnie Darko","Drama",2001,113,8,748606,88,1.48
"972",388,"Donnie Darko","Mystery",2001,113,8,748606,88,1.48
"973",388,"Donnie Darko","Sci-Fi",2001,113,8,748606,88,1.48
"974",389,"Magnolia","Drama",1999,188,8,292705,77,22.46
"975",390,"Dancer in the Dark","Crime",2000,140,8,103664,61,4.18
"976",390,"Dancer in the Dark","Drama",2000,140,8,103664,61,4.18
"977",390,"Dancer in the Dark","Musical",2000,140,8,103664,61,4.18
"978",391,"The Straight Story","Biography",1999,112,8,83264,86,6.2
"979",391,"The Straight Story","Drama",1999,112,8,83264,86,6.2
"980",392,"Pâfekuto burû","Animation",1997,81,8,60809,NA,0.78
"981",392,"Pâfekuto burû","Crime",1997,81,8,60809,NA,0.78
"982",392,"Pâfekuto burû","Mystery",1997,81,8,60809,NA,0.78
"983",393,"Festen","Drama",1998,105,8,79790,82,1.65
"984",394,"Central do Brasil","Drama",1998,110,8,37018,80,5.6
"985",395,"The Iron Giant","Animation",1999,86,8,174755,85,23.16
"986",395,"The Iron Giant","Action",1999,86,8,174755,85,23.16
"987",395,"The Iron Giant","Adventure",1999,86,8,174755,85,23.16
"988",396,"Knockin' on Heaven's Door","Action",1997,87,8,28125,NA,0
"989",396,"Knockin' on Heaven's Door","Crime",1997,87,8,28125,NA,0
"990",396,"Knockin' on Heaven's Door","Comedy",1997,87,8,28125,NA,0
"991",397,"Sling Blade","Drama",1996,135,8,88032,84,24.48
"992",398,"Secrets & Lies","Comedy",1996,136,8,38518,91,13.42
"993",398,"Secrets & Lies","Drama",1996,136,8,38518,91,13.42
"994",399,"Twelve Monkeys","Mystery",1995,129,8,584817,74,57.14
"995",399,"Twelve Monkeys","Sci-Fi",1995,129,8,584817,74,57.14
"996",399,"Twelve Monkeys","Thriller",1995,129,8,584817,74,57.14
"997",400,"Kôkaku Kidôtai","Animation",1995,83,8,131587,76,0.52
"998",400,"Kôkaku Kidôtai","Action",1995,83,8,131587,76,0.52
"999",400,"Kôkaku Kidôtai","Crime",1995,83,8,131587,76,0.52
"1000",401,"The Nightmare Before Christmas","Animation",1993,76,8,303265,82,75.08
"1001",401,"The Nightmare Before Christmas","Family",1993,76,8,303265,82,75.08
"1002",401,"The Nightmare Before Christmas","Fantasy",1993,76,8,303265,82,75.08
"1003",402,"Groundhog Day","Comedy",1993,101,8,585509,72,70.91
"1004",402,"Groundhog Day","Fantasy",1993,101,8,585509,72,70.91
"1005",402,"Groundhog Day","Romance",1993,101,8,585509,72,70.91
"1006",403,"Bound by Honor","Crime",1993,180,8,29192,47,4.5
"1007",403,"Bound by Honor","Drama",1993,180,8,29192,47,4.5
"1008",404,"Scent of a Woman","Drama",1992,156,8,269639,59,63.9
"1009",405,"Aladdin","Animation",1992,90,8,378414,86,217.35
"1010",405,"Aladdin","Adventure",1992,90,8,378414,86,217.35
"1011",405,"Aladdin","Comedy",1992,90,8,378414,86,217.35
"1012",406,"JFK","Drama",1991,189,8,144199,72,70.41
"1013",406,"JFK","History",1991,189,8,144199,72,70.41
"1014",406,"JFK","Thriller",1991,189,8,144199,72,70.41
"1015",407,"Beauty and the Beast","Animation",1991,84,8,421014,95,218.97
"1016",407,"Beauty and the Beast","Family",1991,84,8,421014,95,218.97
"1017",407,"Beauty and the Beast","Fantasy",1991,84,8,421014,95,218.97
"1018",408,"Dances with Wolves","Adventure",1990,181,8,244597,72,184.21
"1019",408,"Dances with Wolves","Drama",1990,181,8,244597,72,184.21
"1020",408,"Dances with Wolves","Western",1990,181,8,244597,72,184.21
"1021",409,"Do the Right Thing","Comedy",1989,120,8,92062,93,27.55
"1022",409,"Do the Right Thing","Drama",1989,120,8,92062,93,27.55
"1023",410,"Rain Man","Drama",1988,133,8,479336,65,178.8
"1024",411,"Akira","Animation",1988,124,8,168021,NA,0.55
"1025",411,"Akira","Action",1988,124,8,168021,NA,0.55
"1026",411,"Akira","Sci-Fi",1988,124,8,168021,NA,0.55
"1027",412,"The Princess Bride","Adventure",1987,98,8,397833,77,30.86
"1028",412,"The Princess Bride","Family",1987,98,8,397833,77,30.86
"1029",412,"The Princess Bride","Fantasy",1987,98,8,397833,77,30.86
"1030",413,"Der Himmel über Berlin","Drama",1987,128,8,65965,79,3.33
"1031",413,"Der Himmel über Berlin","Fantasy",1987,128,8,65965,79,3.33
"1032",413,"Der Himmel über Berlin","Romance",1987,128,8,65965,79,3.33
"1033",414,"Au revoir les enfants","Drama",1987,104,8,31697,88,4.54
"1034",414,"Au revoir les enfants","War",1987,104,8,31697,88,4.54
"1035",415,"Tenkû no shiro Rapyuta","Animation",1986,125,8,152823,78,NA
"1036",415,"Tenkû no shiro Rapyuta","Adventure",1986,125,8,152823,78,NA
"1037",415,"Tenkû no shiro Rapyuta","Drama",1986,125,8,152823,78,NA
"1038",416,"The Terminator","Action",1984,107,8,806050,84,38.4
"1039",416,"The Terminator","Sci-Fi",1984,107,8,806050,84,38.4
"1040",417,"Gandhi","Biography",1982,191,8,219445,79,52.77
"1041",417,"Gandhi","Drama",1982,191,8,219445,79,52.77
"1042",417,"Gandhi","History",1982,191,8,219445,79,52.77
"1043",418,"Kagemusha","Drama",1980,180,8,32718,84,NA
"1044",418,"Kagemusha","History",1980,180,8,32718,84,NA
"1045",418,"Kagemusha","War",1980,180,8,32718,84,NA
"1046",419,"Being There","Comedy",1979,130,8,66727,83,30.18
"1047",419,"Being There","Drama",1979,130,8,66727,83,30.18
"1048",420,"Annie Hall","Comedy",1977,93,8,254042,92,39.2
"1049",420,"Annie Hall","Romance",1977,93,8,254042,92,39.2
"1050",421,"Jaws","Adventure",1975,124,8,548758,87,260
"1051",421,"Jaws","Thriller",1975,124,8,548758,87,260
"1052",422,"Dog Day Afternoon","Biography",1975,125,8,238971,86,50
"1053",422,"Dog Day Afternoon","Crime",1975,125,8,238971,86,50
"1054",422,"Dog Day Afternoon","Drama",1975,125,8,238971,86,50
"1055",423,"Young Frankenstein","Comedy",1974,106,8,145100,80,86.3
"1056",424,"Papillon","Biography",1973,151,8,123172,58,53.27
"1057",424,"Papillon","Crime",1973,151,8,123172,58,53.27
"1058",424,"Papillon","Drama",1973,151,8,123172,58,53.27
"1059",425,"The Exorcist","Horror",1973,122,8,366032,81,232.91
"1060",426,"Sleuth","Mystery",1972,138,8,45179,NA,4.08
"1061",426,"Sleuth","Thriller",1972,138,8,45179,NA,4.08
"1062",427,"The Last Picture Show","Drama",1971,118,8,43410,93,29.13
"1063",427,"The Last Picture Show","Romance",1971,118,8,43410,93,29.13
"1064",428,"Fiddler on the Roof","Drama",1971,181,8,40097,67,80.5
"1065",428,"Fiddler on the Roof","Family",1971,181,8,40097,67,80.5
"1066",428,"Fiddler on the Roof","Musical",1971,181,8,40097,67,80.5
"1067",429,"Il conformista","Drama",1970,113,8,27751,100,0.54
"1068",430,"Butch Cassidy and the Sundance Kid","Biography",1969,110,8,203684,66,102.31
"1069",430,"Butch Cassidy and the Sundance Kid","Crime",1969,110,8,203684,66,102.31
"1070",430,"Butch Cassidy and the Sundance Kid","Drama",1969,110,8,203684,66,102.31
"1071",431,"Rosemary's Baby","Drama",1968,137,8,197487,96,NA
"1072",431,"Rosemary's Baby","Horror",1968,137,8,197487,96,NA
"1073",432,"Planet of the Apes","Adventure",1968,112,8,166841,79,33.4
"1074",432,"Planet of the Apes","Sci-Fi",1968,112,8,166841,79,33.4
"1075",433,"The Graduate","Comedy",1967,106,8,256371,83,104.95
"1076",433,"The Graduate","Drama",1967,106,8,256371,83,104.95
"1077",433,"The Graduate","Romance",1967,106,8,256371,83,104.95
"1078",434,"Who's Afraid of Virginia Woolf?","Drama",1966,131,8,69818,75,NA
"1079",435,"The Sound of Music","Biography",1965,172,8,210152,63,163.21
"1080",435,"The Sound of Music","Drama",1965,172,8,210152,63,163.21
"1081",435,"The Sound of Music","Family",1965,172,8,210152,63,163.21
"1082",436,"Doctor Zhivago","Drama",1965,197,8,70919,69,111.72
"1083",436,"Doctor Zhivago","Romance",1965,197,8,70919,69,111.72
"1084",436,"Doctor Zhivago","War",1965,197,8,70919,69,111.72
"1085",437,"Per un pugno di dollari","Action",1964,99,8,200919,65,14.5
"1086",437,"Per un pugno di dollari","Drama",1964,99,8,200919,65,14.5
"1087",437,"Per un pugno di dollari","Western",1964,99,8,200919,65,14.5
"1088",438,"8½","Drama",1963,138,8,110504,91,0.05
"1089",439,"Vivre sa vie: Film en douze tableaux","Drama",1962,80,8,28784,NA,NA
"1090",440,"The Hustler","Drama",1961,134,8,75835,90,8.28
"1091",440,"The Hustler","Sport",1961,134,8,75835,90,8.28
"1092",441,"La dolce vita","Comedy",1960,174,8,67767,95,19.52
"1093",441,"La dolce vita","Drama",1960,174,8,67767,95,19.52
"1094",442,"Rio Bravo","Action",1959,141,8,57163,93,12.54
"1095",442,"Rio Bravo","Drama",1959,141,8,57163,93,12.54
"1096",442,"Rio Bravo","Western",1959,141,8,57163,93,12.54
"1097",443,"Anatomy of a Murder","Crime",1959,161,8,60741,95,11.9
"1098",443,"Anatomy of a Murder","Drama",1959,161,8,60741,95,11.9
"1099",443,"Anatomy of a Murder","Mystery",1959,161,8,60741,95,11.9
"1100",444,"Touch of Evil","Crime",1958,95,8,99324,99,2.24
"1101",444,"Touch of Evil","Drama",1958,95,8,99324,99,2.24
"1102",444,"Touch of Evil","Film-Noir",1958,95,8,99324,99,2.24
"1103",445,"Cat on a Hot Tin Roof","Drama",1958,108,8,45933,84,17.57
"1104",446,"Sweet Smell of Success","Drama",1957,96,8,28755,100,NA
"1105",446,"Sweet Smell of Success","Film-Noir",1957,96,8,28755,100,NA
"1106",447,"The Killing","Crime",1956,84,8,82853,91,NA
"1107",447,"The Killing","Drama",1956,84,8,82853,91,NA
"1108",447,"The Killing","Film-Noir",1956,84,8,82853,91,NA
"1109",448,"The Night of the Hunter","Crime",1955,92,8,83134,99,0.65
"1110",448,"The Night of the Hunter","Drama",1955,92,8,83134,99,0.65
"1111",448,"The Night of the Hunter","Film-Noir",1955,92,8,83134,99,0.65
"1112",449,"La Strada","Drama",1954,108,8,59100,NA,NA
"1113",450,"Les diaboliques","Crime",1955,117,8,62113,NA,NA
"1114",450,"Les diaboliques","Drama",1955,117,8,62113,NA,NA
"1115",450,"Les diaboliques","Horror",1955,117,8,62113,NA,NA
"1116",451,"Stalag 17","Comedy",1953,120,8,51463,84,NA
"1117",451,"Stalag 17","Drama",1953,120,8,51463,84,NA
"1118",451,"Stalag 17","War",1953,120,8,51463,84,NA
"1119",452,"Roman Holiday","Comedy",1953,118,8,129039,78,NA
"1120",452,"Roman Holiday","Romance",1953,118,8,129039,78,NA
"1121",453,"A Streetcar Named Desire","Drama",1951,122,8,100386,97,8
"1122",454,"In a Lonely Place","Drama",1950,94,8,27502,NA,NA
"1123",454,"In a Lonely Place","Film-Noir",1950,94,8,27502,NA,NA
"1124",454,"In a Lonely Place","Mystery",1950,94,8,27502,NA,NA
"1125",455,"Kind Hearts and Coronets","Comedy",1949,106,8,34918,NA,NA
"1126",455,"Kind Hearts and Coronets","Crime",1949,106,8,34918,NA,NA
"1127",456,"Rope","Crime",1948,80,8,131796,73,NA
"1128",456,"Rope","Drama",1948,80,8,131796,73,NA
"1129",456,"Rope","Mystery",1948,80,8,131796,73,NA
"1130",457,"Out of the Past","Crime",1947,97,8,33425,NA,NA
"1131",457,"Out of the Past","Drama",1947,97,8,33425,NA,NA
"1132",457,"Out of the Past","Film-Noir",1947,97,8,33425,NA,NA
"1133",458,"Brief Encounter","Drama",1945,86,8,36486,92,NA
"1134",458,"Brief Encounter","Romance",1945,86,8,36486,92,NA
"1135",459,"The Best Years of Our Lives","Drama",1946,170,8,57985,93,23.65
"1136",459,"The Best Years of Our Lives","Romance",1946,170,8,57985,93,23.65
"1137",459,"The Best Years of Our Lives","War",1946,170,8,57985,93,23.65
"1138",460,"The Maltese Falcon","Crime",1941,100,8,150373,96,2.11
"1139",460,"The Maltese Falcon","Film-Noir",1941,100,8,150373,96,2.11
"1140",460,"The Maltese Falcon","Mystery",1941,100,8,150373,96,2.11
"1141",461,"The Grapes of Wrath","Drama",1940,129,8,86306,96,0.06
"1142",461,"The Grapes of Wrath","History",1940,129,8,86306,96,0.06
"1143",462,"The Wizard of Oz","Adventure",1939,102,8,373957,92,2.08
"1144",462,"The Wizard of Oz","Family",1939,102,8,373957,92,2.08
"1145",462,"The Wizard of Oz","Fantasy",1939,102,8,373957,92,2.08
"1146",463,"La règle du jeu","Comedy",1939,110,8,27086,NA,NA
"1147",463,"La règle du jeu","Drama",1939,110,8,27086,NA,NA
"1148",464,"All Quiet on the Western Front","Drama",1930,152,8,57846,91,3.27
"1149",464,"All Quiet on the Western Front","War",1930,152,8,57846,91,3.27
"1150",465,"Bronenosets Potemkin","Drama",1925,75,8,53900,97,0.05
"1151",465,"Bronenosets Potemkin","History",1925,75,8,53900,97,0.05
"1152",465,"Bronenosets Potemkin","Thriller",1925,75,8,53900,97,0.05
"1153",466,"Knives Out","Comedy",2019,130,7.9,485551,82,165.36
"1154",466,"Knives Out","Crime",2019,130,7.9,485551,82,165.36
"1155",466,"Knives Out","Drama",2019,130,7.9,485551,82,165.36
"1156",467,"Manbiki kazoku","Crime",2018,121,7.9,65749,93,3.31
"1157",467,"Manbiki kazoku","Drama",2018,121,7.9,65749,93,3.31
"1158",468,"Marriage Story","Comedy",2019,137,7.9,257368,94,2
"1159",468,"Marriage Story","Drama",2019,137,7.9,257368,94,2
"1160",468,"Marriage Story","Romance",2019,137,7.9,257368,94,2
"1161",469,"Call Me by Your Name","Drama",2017,132,7.9,221853,93,18.1
"1162",469,"Call Me by Your Name","Romance",2017,132,7.9,221853,93,18.1
"1163",470,"I, Daniel Blake","Drama",2016,100,7.9,55165,78,0.26
"1164",471,"Isle of Dogs","Animation",2018,101,7.9,143843,82,32.02
"1165",471,"Isle of Dogs","Adventure",2018,101,7.9,143843,82,32.02
"1166",471,"Isle of Dogs","Comedy",2018,101,7.9,143843,82,32.02
"1167",472,"Hunt for the Wilderpeople","Adventure",2016,101,7.9,115161,81,5.2
"1168",472,"Hunt for the Wilderpeople","Comedy",2016,101,7.9,115161,81,5.2
"1169",472,"Hunt for the Wilderpeople","Drama",2016,101,7.9,115161,81,5.2
"1170",473,"Captain Fantastic","Comedy",2016,118,7.9,196495,72,5.88
"1171",473,"Captain Fantastic","Drama",2016,118,7.9,196495,72,5.88
"1172",474,"Sing Street","Comedy",2016,106,7.9,86656,79,3.24
"1173",474,"Sing Street","Drama",2016,106,7.9,86656,79,3.24
"1174",474,"Sing Street","Music",2016,106,7.9,86656,79,3.24
"1175",475,"Thor: Ragnarok","Action",2017,130,7.9,609658,74,315.06
"1176",475,"Thor: Ragnarok","Adventure",2017,130,7.9,609658,74,315.06
"1177",475,"Thor: Ragnarok","Comedy",2017,130,7.9,609658,74,315.06
"1178",476,"Jojo Rabbit","Comedy",2019,108,7.9,316559,58,0.35
"1179",476,"Jojo Rabbit","Drama",2019,108,7.9,316559,58,0.35
"1180",476,"Jojo Rabbit","War",2019,108,7.9,316559,58,0.35
"1181",477,"Arrival(II)","Drama",2016,116,7.9,608691,81,100.55
"1182",477,"Arrival(II)","Sci-Fi",2016,116,7.9,608691,81,100.55
"1183",478,"Star Wars: Episode VII - The Force Awakens","Action",2015,138,7.9,869756,80,936.66
"1184",478,"Star Wars: Episode VII - The Force Awakens","Adventure",2015,138,7.9,869756,80,936.66
"1185",478,"Star Wars: Episode VII - The Force Awakens","Sci-Fi",2015,138,7.9,869756,80,936.66
"1186",479,"Before Midnight","Drama",2013,109,7.9,144292,94,8.11
"1187",479,"Before Midnight","Romance",2013,109,7.9,144292,94,8.11
"1188",480,"X-Men: Days of Future Past","Action",2014,132,7.9,667551,75,233.92
"1189",480,"X-Men: Days of Future Past","Adventure",2014,132,7.9,667551,75,233.92
"1190",480,"X-Men: Days of Future Past","Sci-Fi",2014,132,7.9,667551,75,233.92
"1191",481,"Bir Zamanlar Anadolu'da","Crime",2011,157,7.9,43073,82,0.14
"1192",481,"Bir Zamanlar Anadolu'da","Drama",2011,157,7.9,43073,82,0.14
"1193",482,"The Artist(I)","Comedy",2011,100,7.9,232737,89,44.67
"1194",482,"The Artist(I)","Drama",2011,100,7.9,232737,89,44.67
"1195",482,"The Artist(I)","Romance",2011,100,7.9,232737,89,44.67
"1196",483,"Edge of Tomorrow","Action",2014,113,7.9,609165,71,100.21
"1197",483,"Edge of Tomorrow","Adventure",2014,113,7.9,609165,71,100.21
"1198",483,"Edge of Tomorrow","Sci-Fi",2014,113,7.9,609165,71,100.21
"1199",484,"Amour","Drama",2012,127,7.9,94442,94,6.74
"1200",485,"Un prophète","Crime",2009,155,7.9,94628,90,2.08
"1201",485,"Un prophète","Drama",2009,155,7.9,94628,90,2.08
"1202",486,"Moon","Drama",2009,97,7.9,338889,67,5.01
"1203",486,"Moon","Mystery",2009,97,7.9,338889,67,5.01
"1204",486,"Moon","Sci-Fi",2009,97,7.9,338889,67,5.01
"1205",487,"Låt den rätte komma in","Crime",2008,114,7.9,207154,82,2.12
"1206",487,"Låt den rätte komma in","Drama",2008,114,7.9,207154,82,2.12
"1207",487,"Låt den rätte komma in","Fantasy",2008,114,7.9,207154,82,2.12
"1208",488,"District 9","Action",2009,112,7.9,643467,81,115.65
"1209",488,"District 9","Sci-Fi",2009,112,7.9,643467,81,115.65
"1210",488,"District 9","Thriller",2009,112,7.9,643467,81,115.65
"1211",489,"The Wrestler","Drama",2008,109,7.9,291664,80,26.24
"1212",489,"The Wrestler","Sport",2008,109,7.9,291664,80,26.24
"1213",490,"Jab We Met","Comedy",2007,138,7.9,48356,NA,0.41
"1214",490,"Jab We Met","Drama",2007,138,7.9,48356,NA,0.41
"1215",490,"Jab We Met","Romance",2007,138,7.9,48356,NA,0.41
"1216",491,"Boyhood(I)","Drama",2014,165,7.9,338486,100,25.38
"1217",492,"4 luni, 3 saptamâni si 2 zile","Drama",2007,113,7.9,57296,97,1.19
"1218",493,"Star Trek","Action",2009,127,7.9,580655,82,257.73
"1219",493,"Star Trek","Adventure",2009,127,7.9,580655,82,257.73
"1220",493,"Star Trek","Sci-Fi",2009,127,7.9,580655,82,257.73
"1221",494,"In Bruges","Comedy",2008,107,7.9,394664,67,7.76
"1222",494,"In Bruges","Crime",2008,107,7.9,394664,67,7.76
"1223",494,"In Bruges","Drama",2008,107,7.9,394664,67,7.76
"1224",495,"The Man from Earth","Drama",2007,87,7.9,176344,NA,NA
"1225",495,"The Man from Earth","Fantasy",2007,87,7.9,176344,NA,NA
"1226",495,"The Man from Earth","Mystery",2007,87,7.9,176344,NA,NA
"1227",496,"Letters from Iwo Jima","Action",2006,141,7.9,155207,89,13.76
"1228",496,"Letters from Iwo Jima","Adventure",2006,141,7.9,155207,89,13.76
"1229",496,"Letters from Iwo Jima","Drama",2006,141,7.9,155207,89,13.76
"1230",497,"The Fall","Adventure",2006,117,7.9,108103,64,2.28
"1231",497,"The Fall","Drama",2006,117,7.9,108103,64,2.28
"1232",497,"The Fall","Fantasy",2006,117,7.9,108103,64,2.28
"1233",498,"Life of Pi","Adventure",2012,127,7.9,587941,79,124.99
"1234",498,"Life of Pi","Drama",2012,127,7.9,587941,79,124.99
"1235",498,"Life of Pi","Fantasy",2012,127,7.9,587941,79,124.99
"1236",499,"Fantastic Mr. Fox","Animation",2009,87,7.9,204966,83,21
"1237",499,"Fantastic Mr. Fox","Adventure",2009,87,7.9,204966,83,21
"1238",499,"Fantastic Mr. Fox","Comedy",2009,87,7.9,204966,83,21
"1239",500,"C.R.A.Z.Y.","Comedy",2005,129,7.9,31636,81,NA
"1240",500,"C.R.A.Z.Y.","Drama",2005,129,7.9,31636,81,NA
